battery_capex_kwh,pv_kw,batt_kwh,total_cost,coverage,max_battery_kwh,meter_binary_count,solver_rounds,scenario,policy_regime,interval_count
1460.64,1.6743415443454068,0.0,2896.406617041776,0.2623363036934258,40.0,67,2,full_electric_ev_coopt,post_itc_2026,8760
