battery_capex_kwh,pv_kw,batt_kwh,total_cost,coverage,max_battery_kwh,meter_binary_count,solver_rounds
1.0,3.8300999882387194,26.978056178514088,842.7735867659017,0.6001011424963485,40.0,0,1
5.0,3.8300999882387203,26.978056178514077,855.389842108445,0.6001011424963487,40.0,0,1
10.0,3.83009998823872,26.978056178514002,871.1601612866257,0.6001011424963486,40.0,0,1
25.0,3.83924155088491,26.297781390574144,917.990237400877,0.6015334451007261,40.0,0,1
50.0,3.8774158900908122,24.774472126761914,992.2349102382072,0.6075146112953036,40.0,0,1
100.0,4.088762357769388,21.085180792252203,1129.0573843604875,0.6406284352440105,40.0,0,1
150.0,4.355227962883017,18.175699047796854,1246.1923245171895,0.6823783411356847,40.0,0,1
200.0,4.483849284917239,17.051254619511216,1349.0459947191557,0.7025307660173186,40.0,0,1
300.0,5.017914398292095,13.778004385315883,1530.381427619041,0.7862082380644837,40.0,0,1
400.0,6.3824240898891835,6.645760189752818,1618.3746882922799,0.9999999999999992,40.0,0,1
500.0,6.3824240898891835,6.645760189752812,1696.0717311633734,0.9999999999999992,40.0,0,1
600.0,6.3824240898891835,6.645760189752813,1773.7687740344677,0.9999999999999992,40.0,0,1
700.0,6.3824240898891835,0.0,1807.250117614261,0.9999999999999992,40.0,0,1
800.0,6.3824240898891835,0.0,1807.250117614261,0.9999999999999992,40.0,0,1
1000.0,6.3824240898891835,0.0,1807.250117614261,0.9999999999999992,40.0,0,1
1022.448,6.3824240898891835,0.0,1807.250117614261,0.9999999999999992,40.0,0,1
1200.0,6.3824240898891835,0.0,1807.250117614261,0.9999999999999992,40.0,0,1
1400.0,6.3824240898891835,0.0,1807.250117614261,0.9999999999999992,40.0,0,1
1500.0,6.3824240898891835,0.0,1807.250117614261,0.9999999999999992,40.0,0,1
