battery_capex_kwh,pv_kw,batt_kwh,total_cost,coverage,max_battery_kwh,meter_binary_count,solver_rounds,scenario,policy_regime,interval_count
1460.64,1.904870763427119,0.0,3144.648458900055,0.2603227197790674,40.0,61,2,full_electric_ev_coopt,post_itc_2026,8760
