battery_capex_kwh,pv_kw,batt_kwh,total_cost,coverage,max_battery_kwh,meter_binary_count,solver_rounds,scenario,policy_regime,interval_count
1460.64,1.8918050429955453,0.0,3300.9412575938727,0.2826547366376345,40.0,115,3,full_electric_ev_coopt,post_itc_2026,8760
