utility,billing_year,nbt_vintage,service_type,customer_segment,month,day_type,hour_start,component,rate_usd_per_kwh,source_id
PG&E,2026,2024,bundled,all,1,weekday,0,delivery,0.003950,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,1,delivery,0.003950,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,2,delivery,0.003450,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,3,delivery,0.003410,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,4,delivery,0.003470,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,5,delivery,0.003530,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,6,delivery,0.003810,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,7,delivery,0.004430,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,8,delivery,0.004350,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,9,delivery,0.004210,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,10,delivery,0.004120,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,11,delivery,0.003820,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,12,delivery,0.003940,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,13,delivery,0.003780,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,14,delivery,0.003820,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,15,delivery,0.003910,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,16,delivery,0.004530,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,17,delivery,0.005150,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,18,delivery,0.006050,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,19,delivery,0.006000,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,20,delivery,0.005340,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,21,delivery,0.004720,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,22,delivery,0.003710,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekday,23,delivery,0.003560,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,0,delivery,0.003400,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,1,delivery,0.003290,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,2,delivery,0.003330,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,3,delivery,0.003240,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,4,delivery,0.003210,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,5,delivery,0.003010,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,6,delivery,0.003120,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,7,delivery,0.003240,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,8,delivery,0.002900,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,9,delivery,0.002800,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,10,delivery,0.002770,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,11,delivery,0.002600,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,12,delivery,0.002560,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,13,delivery,0.002470,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,14,delivery,0.002880,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,15,delivery,0.002830,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,16,delivery,0.003950,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,17,delivery,0.005070,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,18,delivery,0.005900,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,19,delivery,0.005570,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,20,delivery,0.005130,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,21,delivery,0.004470,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,22,delivery,0.003680,pge_nbt2024
PG&E,2026,2024,bundled,all,1,weekend_holiday,23,delivery,0.003500,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,0,delivery,0.003640,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,1,delivery,0.003610,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,2,delivery,0.003550,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,3,delivery,0.003530,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,4,delivery,0.003600,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,5,delivery,0.003680,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,6,delivery,0.004060,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,7,delivery,0.004680,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,8,delivery,0.003990,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,9,delivery,0.003560,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,10,delivery,0.003270,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,11,delivery,0.002930,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,12,delivery,0.002790,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,13,delivery,0.002650,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,14,delivery,0.003230,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,15,delivery,0.003130,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,16,delivery,0.004510,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,17,delivery,0.005350,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,18,delivery,0.006080,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,19,delivery,0.006090,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,20,delivery,0.005470,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,21,delivery,0.005160,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,22,delivery,0.004040,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekday,23,delivery,0.003750,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,0,delivery,0.003540,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,1,delivery,0.003520,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,2,delivery,0.003420,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,3,delivery,0.003380,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,4,delivery,0.003400,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,5,delivery,0.003460,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,6,delivery,0.003820,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,7,delivery,0.003020,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,8,delivery,0.001450,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,9,delivery,0.001240,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,10,delivery,0.001170,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,11,delivery,0.001070,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,12,delivery,0.001040,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,13,delivery,0.001070,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,14,delivery,0.001220,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,15,delivery,0.001060,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,16,delivery,0.003900,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,17,delivery,0.005500,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,18,delivery,0.006640,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,19,delivery,0.006470,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,20,delivery,0.005880,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,21,delivery,0.005190,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,22,delivery,0.003940,pge_nbt2024
PG&E,2026,2024,bundled,all,2,weekend_holiday,23,delivery,0.004050,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,0,delivery,0.003440,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,1,delivery,0.003100,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,2,delivery,0.003300,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,3,delivery,0.003230,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,4,delivery,0.003250,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,5,delivery,0.003580,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,6,delivery,0.004080,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,7,delivery,0.003870,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,8,delivery,0.003390,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,9,delivery,0.003760,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,10,delivery,0.002390,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,11,delivery,0.002230,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,12,delivery,0.002080,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,13,delivery,0.001990,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,14,delivery,0.002140,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,15,delivery,0.002290,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,16,delivery,0.002710,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,17,delivery,0.003940,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,18,delivery,0.005080,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,19,delivery,0.005290,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,20,delivery,0.005430,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,21,delivery,0.005810,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,22,delivery,0.005130,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekday,23,delivery,0.003580,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,0,delivery,0.003120,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,1,delivery,0.003640,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,2,delivery,0.003430,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,3,delivery,0.003140,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,4,delivery,0.003720,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,5,delivery,0.002940,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,6,delivery,0.003710,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,7,delivery,0.001930,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,8,delivery,0.000820,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,9,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,10,delivery,0.000050,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,11,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,12,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,13,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,14,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,15,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,16,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,17,delivery,0.002860,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,18,delivery,0.005570,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,19,delivery,0.005750,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,20,delivery,0.005870,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,21,delivery,0.006070,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,22,delivery,0.005220,pge_nbt2024
PG&E,2026,2024,bundled,all,3,weekend_holiday,23,delivery,0.004550,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,0,delivery,0.004150,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,1,delivery,0.003520,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,2,delivery,0.003210,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,3,delivery,0.003090,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,4,delivery,0.003220,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,5,delivery,0.003530,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,6,delivery,0.003820,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,7,delivery,0.002870,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,8,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,9,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,10,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,11,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,12,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,13,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,14,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,15,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,16,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,17,delivery,0.001300,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,18,delivery,0.004910,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,19,delivery,0.004600,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,20,delivery,0.004470,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,21,delivery,0.005070,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,22,delivery,0.004810,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekday,23,delivery,0.003890,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,0,delivery,0.003380,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,1,delivery,0.003020,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,2,delivery,0.002250,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,3,delivery,0.001920,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,4,delivery,0.001930,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,5,delivery,0.002480,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,6,delivery,0.003350,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,7,delivery,0.000560,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,8,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,9,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,10,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,11,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,12,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,13,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,14,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,15,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,16,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,17,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,18,delivery,0.005050,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,19,delivery,0.003850,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,20,delivery,0.003780,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,21,delivery,0.004480,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,22,delivery,0.004480,pge_nbt2024
PG&E,2026,2024,bundled,all,4,weekend_holiday,23,delivery,0.004300,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,0,delivery,0.004230,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,1,delivery,0.003760,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,2,delivery,0.003680,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,3,delivery,0.003640,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,4,delivery,0.003750,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,5,delivery,0.004050,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,6,delivery,0.004250,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,7,delivery,0.002660,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,8,delivery,0.001450,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,9,delivery,0.001970,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,10,delivery,0.001690,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,11,delivery,0.001290,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,12,delivery,0.001170,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,13,delivery,0.001090,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,14,delivery,0.001320,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,15,delivery,0.001310,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,16,delivery,0.001580,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,17,delivery,0.002870,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,18,delivery,0.004640,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,19,delivery,0.004530,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,20,delivery,0.004530,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,21,delivery,0.005040,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,22,delivery,0.004870,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekday,23,delivery,0.004190,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,0,delivery,0.003980,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,1,delivery,0.003650,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,2,delivery,0.003510,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,3,delivery,0.003360,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,4,delivery,0.003530,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,5,delivery,0.003610,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,6,delivery,0.002850,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,7,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,8,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,9,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,10,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,11,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,12,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,13,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,14,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,15,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,16,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,17,delivery,0.000000,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,18,delivery,0.004010,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,19,delivery,0.004290,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,20,delivery,0.004340,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,21,delivery,0.005020,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,22,delivery,0.005040,pge_nbt2024
PG&E,2026,2024,bundled,all,5,weekend_holiday,23,delivery,0.004210,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,0,delivery,0.003690,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,1,delivery,0.003210,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,2,delivery,0.003220,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,3,delivery,0.003270,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,4,delivery,0.003220,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,5,delivery,0.003330,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,6,delivery,0.003470,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,7,delivery,0.003750,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,8,delivery,0.004500,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,9,delivery,0.005320,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,10,delivery,0.005720,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,11,delivery,0.007100,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,12,delivery,0.008440,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,13,delivery,0.009470,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,14,delivery,0.059570,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,15,delivery,0.113580,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,16,delivery,0.169170,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,17,delivery,0.177600,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,18,delivery,0.232530,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,19,delivery,0.183110,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,20,delivery,0.124490,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,21,delivery,0.018700,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,22,delivery,0.010940,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekday,23,delivery,0.004820,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,0,delivery,0.003670,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,1,delivery,0.003370,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,2,delivery,0.003440,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,3,delivery,0.003560,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,4,delivery,0.003540,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,5,delivery,0.003540,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,6,delivery,0.003760,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,7,delivery,0.002810,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,8,delivery,0.002350,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,9,delivery,0.002970,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,10,delivery,0.003100,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,11,delivery,0.003390,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,12,delivery,0.003390,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,13,delivery,0.003280,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,14,delivery,0.004520,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,15,delivery,0.006550,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,16,delivery,0.010910,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,17,delivery,0.021450,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,18,delivery,0.031310,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,19,delivery,0.033950,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,20,delivery,0.023640,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,21,delivery,0.013420,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,22,delivery,0.008260,pge_nbt2024
PG&E,2026,2024,bundled,all,6,weekend_holiday,23,delivery,0.005240,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,0,delivery,0.003850,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,1,delivery,0.003470,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,2,delivery,0.003430,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,3,delivery,0.003450,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,4,delivery,0.003470,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,5,delivery,0.003480,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,6,delivery,0.003560,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,7,delivery,0.003860,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,8,delivery,0.004700,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,9,delivery,0.005480,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,10,delivery,0.005630,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,11,delivery,0.006270,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,12,delivery,0.006540,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,13,delivery,0.006440,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,14,delivery,0.008410,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,15,delivery,0.011450,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,16,delivery,0.016750,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,17,delivery,0.155720,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,18,delivery,0.160170,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,19,delivery,0.072880,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,20,delivery,0.021980,pge_nbt2024
PG&E,2026,2024,bundled,all,7,weekday,21,delivery,0.014320,pge_nbt2024
