system_to_load_kWh,batt_to_load_kWh,grid_to_load_kWh,grid_to_batt_kWh,system_to_batt_AC_kWh,system_to_batt_DC_kWh,system_to_grid_kWh,battery_soc_pct
3.195488738410343,0.0,6.804511261589656,0.0,1.8377663265398927,1.7642556734782968,0.0,95.00000296199475
4.388518185540819,0.0,5.611481814459181,0.0,0.0,0.0,0.0,95.00000296199475
3.2914210945700666,0.0,6.708578905429933,0.0,0.0,0.0,0.0,95.00000296199475
1.7010503300667061,0.4139100865381969,7.885039583395097,0.0,0.0,0.0,0.0,91.95692963840261
0.0,2.114960446688742,7.885039553311258,0.0,0.0,0.0,0.0,76.08108056341558
0.0,2.114960446689002,7.885039553310998,0.0,0.0,0.0,0.0,60.08836632892055
0.0,2.114960446686993,7.885039553313007,0.0,0.0,0.0,0.0,43.89202874733068
0.0,2.114960445686009,7.885039554313991,0.0,0.0,0.0,0.0,27.213154705081294
0.0,1.454815317449826,8.545184682550174,0.0,0.0,0.0,0.0,15.000000000000002
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
