timestamp,default.electricity.kwh,default.gas.therms,retail.imports.kwh,retail.exports.kwh,nem3.imports.kwh,nem3.exports.kwh,solarstorage.gas.therms
2017-12-31 22:00:00,0.8086570945945947,0.0805739654685994,0.4613733108108108,0.0,0.4613733108108108,0.0,0.0805739654685994
2017-12-31 23:00:00,0.6140861486486486,0.0875680749636139,0.4167736486486487,0.0,0.4167736486486487,0.0,0.0875680749636139
2018-01-01 00:00:00,0.4613733108108108,0.090076615656073,0.398714527027027,0.0,0.398714527027027,0.0,0.090076615656073
2018-01-01 01:00:00,0.4167736486486487,0.0849723174121632,0.3819442567567567,0.0,0.3819442567567567,0.0,0.0849723174121632
2018-01-01 02:00:00,0.398714527027027,0.0908471889393019,0.382839527027027,0.0,0.382839527027027,0.0,0.0908471889393019
2018-01-01 03:00:00,0.3819442567567567,0.1194086827458419,0.3989949324324324,0.0,0.3989949324324324,0.0,0.1194086827458419
2018-01-01 04:00:00,0.382839527027027,0.1344317951551061,0.4419797297297297,0.0,0.4419797297297297,0.0,0.1344317951551061
2018-01-01 05:00:00,0.3989949324324324,0.1568058931724455,0.5486182432432433,0.0,0.5486182432432433,0.0,0.1568058931724455
2018-01-01 06:00:00,0.4419797297297297,0.1863061255852564,0.513964740004096,0.0,0.513964740004096,0.0,0.1863061255852564
2018-01-01 07:00:00,0.5486182432432433,0.2107036310768787,0.4573331710575609,0.0,0.4573331710575609,0.0,0.2107036310768787
2018-01-01 08:00:00,0.6621722972972972,0.2277424295143663,0.5184033823959682,0.0,0.5184033823959682,0.0,0.2277424295143663
2018-01-01 09:00:00,0.763483108108108,0.2246102595570142,0.2431318794126315,0.0,0.2431318794126315,0.0,0.2246102595570142
2018-01-01 10:00:00,0.7527871621621622,0.2026231462235847,0.2180432013193097,0.0,0.2180432013193097,0.0,0.2026231462235847
2018-01-01 11:00:00,0.7402618243243244,0.1689114309994157,0.2892843699095759,0.0,0.2892843699095759,0.0,0.1689114309994157
2018-01-01 12:00:00,0.7293091216216216,0.1254826560680902,0.3543616143075527,0.0,0.3543616143075527,0.0,0.1254826560680902
2018-01-01 13:00:00,0.7522956081081081,0.094002134628138,0.4799706008725087,0.0,0.4799706008725087,0.0,0.094002134628138
2018-01-01 14:00:00,0.7165320945945947,0.0673254846653908,0.6926156526999714,0.0,0.6926156526999714,0.0,0.0673254846653908
2018-01-01 15:00:00,0.6959391891891891,0.0511231367938146,0.8285101351351353,0.0,0.8285101351351353,0.0,0.0511231367938146
2018-01-01 16:00:00,0.7454510135135135,0.0453966116483007,0.95860472972973,0.0,0.95860472972973,0.0,0.0453966116483007
2018-01-01 17:00:00,0.8285101351351353,0.0515132303312801,1.0303141891891894,0.0,1.0303141891891894,0.0,0.0515132303312801
2018-01-01 18:00:00,0.95860472972973,0.06158431073709,1.07116722972973,0.0,1.07116722972973,0.0,0.06158431073709
2018-01-01 19:00:00,1.0303141891891894,0.0720219148395493,0.9677685810810812,0.0,0.9677685810810812,0.0,0.0720219148395493
2018-01-01 20:00:00,1.07116722972973,0.0784938890006979,0.8460456081081084,0.0,0.8460456081081084,0.0,0.0784938890006979
2018-01-01 21:00:00,0.9677685810810812,0.0875012008202802,0.6105152027027028,0.0,0.6105152027027028,0.0,0.0875012008202802
2018-01-01 22:00:00,0.8460456081081084,0.0985055286508088,0.4490185810810811,0.0,0.4490185810810811,0.0,0.0985055286508088
2018-01-01 23:00:00,0.6105152027027028,0.1004604230752643,0.4010557432432432,0.0,0.4010557432432432,0.0,0.1004604230752643
2018-01-02 00:00:00,0.4490185810810811,0.10133838697371,0.3904020270270271,0.0,0.3904020270270271,0.0,0.10133838697371
2018-01-02 01:00:00,0.4010557432432432,0.0937115919882273,0.3808260135135135,0.0,0.3808260135135135,0.0,0.0937115919882273
2018-01-02 02:00:00,0.3904020270270271,0.0933994732288026,0.3819121621621622,0.0,0.3819121621621622,0.0,0.0933994732288026
2018-01-02 03:00:00,0.3808260135135135,0.1184615130638956,0.4040743243243243,0.0,0.4040743243243243,0.0,0.1184615130638956
2018-01-02 04:00:00,0.3819121621621622,0.1282980101937973,0.4488209459459459,0.0,0.4488209459459459,0.0,0.1282980101937973
2018-01-02 05:00:00,0.4040743243243243,0.1463533023683345,0.5405979729729731,0.0,0.5405979729729731,0.0,0.1463533023683345
2018-01-02 06:00:00,0.4488209459459459,0.1719114408887645,0.6140929567690601,0.0,0.6140929567690601,0.0,0.1719114408887645
2018-01-02 07:00:00,0.5405979729729731,0.1884934068129992,0.6308005711463368,0.0,0.6308005711463368,0.0,0.1884934068129992
2018-01-02 08:00:00,0.6542956081081079,0.2004579142017667,0.7274460366843717,0.0,0.7274460366843717,0.0,0.2004579142017667
2018-01-02 09:00:00,0.7189831081081081,0.1968906399141649,0.4436563344723077,0.0,0.4436563344723077,0.0,0.1968906399141649
2018-01-02 10:00:00,0.7987179054054054,0.1841181347278974,0.4445252387500143,0.0,0.4445252387500143,0.0,0.1841181347278974
2018-01-02 11:00:00,0.7428530405405406,0.1624705284778806,0.5230501742182394,0.0,0.5230501742182394,0.0,0.1624705284778806
2018-01-02 12:00:00,0.736758445945946,0.1379486350521443,0.6761551270873662,0.0,0.6761551270873662,0.0,0.1379486350521443
2018-01-02 13:00:00,0.7783057432432433,0.1308409848185744,0.6994450245865712,0.0,0.6994450245865712,0.0,0.1308409848185744
2018-01-02 14:00:00,0.7453445945945947,0.113215795775089,0.7285134733045298,0.0,0.7285134733045298,0.0,0.113215795775089
2018-01-02 15:00:00,0.7395202702702701,0.1021518252649323,0.8253530405405406,0.0,0.8253530405405406,0.0,0.1021518252649323
2018-01-02 16:00:00,0.7380625000000001,0.0964454569797005,0.936025337837838,0.0,0.936025337837838,0.0,0.0964454569797005
2018-01-02 17:00:00,0.8253530405405406,0.0959529402343299,1.0356993243243244,0.0,1.0356993243243244,0.0,0.0959529402343299
2018-01-02 18:00:00,0.936025337837838,0.0977660101112505,1.056716216216216,0.0,1.056716216216216,0.0,0.0977660101112505
2018-01-02 19:00:00,1.0356993243243244,0.102475619121134,0.9800320945945944,0.0,0.9800320945945944,0.0,0.102475619121134
2018-01-02 20:00:00,1.056716216216216,0.1011853266239223,0.8480101351351352,0.0,0.8480101351351352,0.0,0.1011853266239223
2018-01-02 21:00:00,0.9800320945945944,0.1051882965997876,0.6047027027027027,0.0,0.6047027027027027,0.0,0.1051882965997876
2018-01-02 22:00:00,0.8480101351351352,0.1071228145166987,0.4694543918918919,0.0,0.4694543918918919,0.0,0.1071228145166987
2018-01-02 23:00:00,0.6047027027027027,0.1064377684981377,0.4060219594594594,0.0,0.4060219594594594,0.0,0.1064377684981377
2018-01-03 00:00:00,0.4694543918918919,0.1017063637214777,0.387233108108108,0.0,0.387233108108108,0.0,0.1017063637214777
2018-01-03 01:00:00,0.4060219594594594,0.0932771972875934,0.3798631756756757,0.0,0.3798631756756757,0.0,0.0932771972875934
2018-01-03 02:00:00,0.387233108108108,0.0887311579041911,0.3825101351351352,0.0,0.3825101351351352,0.0,0.0887311579041911
2018-01-03 03:00:00,0.3798631756756757,0.1138358599959588,0.3989121621621622,0.0,0.3989121621621622,0.0,0.1138358599959588
2018-01-03 04:00:00,0.3825101351351352,0.1239128877737885,0.4390388513513513,0.0,0.4390388513513513,0.0,0.1239128877737885
2018-01-03 05:00:00,0.3989121621621622,0.1415491774519808,0.5448192567567568,0.0,0.5448192567567568,0.0,0.1415491774519808
2018-01-03 06:00:00,0.4390388513513513,0.1647899697736263,0.5984270310085483,0.0,0.5984270310085483,0.0,0.1647899697736263
2018-01-03 07:00:00,0.5448192567567568,0.1826965945436175,0.5944968759125024,0.0,0.5944968759125024,0.0,0.1826965945436175
2018-01-03 08:00:00,0.6594729729729728,0.1936319531338509,0.6689330131499072,0.0,0.6689330131499072,0.0,0.1936319531338509
2018-01-03 09:00:00,0.7206469594594594,0.1940741368643175,0.7329070736160734,0.0,0.7329070736160734,0.0,0.1940741368643175
2018-01-03 10:00:00,0.7490489864864865,0.1959241074812684,0.6241837893900917,0.0,0.6241837893900917,0.0,0.1959241074812684
2018-01-03 11:00:00,0.7412618243243244,0.1924054597183037,0.6060789148146254,0.0,0.6060789148146254,0.0,0.1924054597183037
2018-01-03 12:00:00,0.7191452702702702,0.1790534067830498,0.6900870814472371,0.0,0.6900870814472371,0.0,0.1790534067830498
2018-01-03 13:00:00,0.7427888513513514,0.1816466130470718,0.7020579050606761,0.0,0.7020579050606761,0.0,0.1816466130470718
2018-01-03 14:00:00,0.7108817567567568,0.1680637277353082,0.730278298273529,0.0,0.730278298273529,0.0,0.1680637277353082
